Transcript,0.5,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.97
IFC66_S31_L002_5304_soapGraphK61_frame_-1_DBLe9_domNum3_block3,39,41,42,42,43,47,50,51,54,57
IFM27_S9_Contig187_frame_-3_DBLe4_domNum2_block3,57,69,71,73,75,84,87,89,95,99
SFM-3_S12_L001_Contig2005_frame_-1_DBLe5_domNum3_block3,75,82,85,89,93,103,106,109,117,137
IFC66_S31_L002_Contig648_frame_2_DBLe12_domNum5_block3,40,44,45,47,48,52,55,66,71,74
IFM061_S15_Contig912_frame_-1_DBLe12_domNum7_block3,91,99,103,107,112,122,125,128,137,145
IFM060_S14_Contig284_frame_1_DBLepam4_domNum2_block3,0,0,0,0,0,0,0,0,0,0
IFM061_S15_Contig334_frame_2_DBLe5_domNum9_block3,75,82,85,89,93,103,106,109,117,123
SFM-10_S1_L001_Contig1834_frm1_orf54_DBLe9_domNum1_block3,32,34,35,35,35,39,42,43,46,49
SXC2_S4_L001_Contig645_frame_-3_DBLe11_domNum3_block3,107,115,120,125,130,141,144,147,156,164
SFM-3_S12_L001_25856_soapGraphK21_frame_1_DBLe1_domNum2_block3,56,61,63,65,67,75,78,80,86,90
SFM-8_S8_L001_Contig3595_frm-3_orf4_DBLe10_domNum8_block3,73,80,83,87,91,101,104,107,115,121
IFM050_S11_8066_soapGraphK61_frame_-1_DBLe6_domNum1_block3,40,44,45,45,46,50,53,54,57,60
IFM21_S3_Contig576_frame_-1_DBLe9_domNum1_block3,112,120,125,130,135,146,149,152,161,169
IFC66_S31_L002_Contig1532_frame_1_DBLe9_domNum1_block3,42,45,46,46,47,51,54,55,58,61
SFU-3_S21_L002_Contig620_frame_3_DBLe7_domNum1_block3,66,72,74,76,78,87,90,92,99,104
SFC16_S6_L001_Contig1631_frame_-1_DBLe11_domNum1_block3,18,20,21,21,21,23,23,24,26,29
IFM-049_S6_Contig41147_frm-3_orf14_DBLe4_domNum6_block3,33,35,56,57,59,65,68,70,75,78
SFM-8_S8_L001_Contig1695_frm1_orf15_DBLe11_domNum5_block3,18,20,21,21,21,23,28,29,32,35
SFC-18_S20_L002_Contig1913_frame_2_DBLe9_domNum4_block3,41,43,44,44,58,64,67,69,74,77
SFC13_S23_L002_Contig1269_frm3_orf19_DBLe10_domNum3_block3,83,90,93,97,101,111,114,117,126,133
IFM12_S16_Contig222_frame_-3_DBLepam4_domNum1_block3,121,129,134,139,144,155,158,161,170,178
SFC14_S17_L001_Contig634_frame_1_DBLe6_domNum2_block3,93,101,105,109,114,124,127,130,139,147
SFM-3_S12_L001_Contig669_frame_-1_DBLe9_domNum2_block3,31,33,34,34,42,46,49,50,53,56
IFC66_S31_L002_Contig680_frame_2_DBLe9_domNum1_block3,101,109,114,119,124,135,138,141,150,158
IFM57_S30_L002_Contig377_frm-1_orf0_DBLepam4_domNum1_block3,0,0,0,0,0,1,1,1,1,1
SFC17_S7_L001_Contig2020_frame_2_DBLe9_domNum4_block3,42,51,52,53,54,59,62,63,68,71
IFM-049_S6_Contig3843_frame_3_DBLe5_domNum9_block3,75,82,85,89,93,103,106,109,117,123
SFM-3_S12_L001_Contig1999_frame_3_DBLe3_domNum1_block3,76,83,86,90,94,104,107,110,118,124
IFC66_S31_L002_Contig1665_frame_-1_DBLepam5_domNum1_block3,51,56,58,59,61,67,70,72,77,80
IFC63_S16_L001_Contig1258_frame_1_DBLe4_domNum3_block3,37,39,40,40,40,44,47,48,51,54
IFM26_S8_Contig162_frame_-1_DBLe3_domNum2_block3,89,97,101,105,110,120,123,126,135,143
SFM-6_S3_L001_Contig478_frame_1_DBLe1_domNum2_block3,3,3,3,3,3,5,5,5,5,6
IFM054_S12_Contig557_frm1_orf0_DBLepam5_domNum2_block3,51,56,58,59,61,67,70,72,77,80
SFC22_S9_L001_Contig2305_frame_2_DBLe6_domNum1_block3,96,104,109,114,119,129,132,135,144,152
IFM14_S7_Contig29_frame_-1_DBLe13_domNum2_block3,15,17,18,18,18,20,20,21,23,26
SFM-8_S8_L001_Contig1555_frm3_orf189_DBLe1_domNum1_block3,56,61,63,65,67,75,78,103,110,116
IFM047_S10_Contig1252_frame_-3_DBLe11_domNum1_block3,18,20,21,21,21,23,23,24,26,29
IFM061_S15_Contig599_frame_-3_DBLe9_domNum2_block3,32,34,35,35,35,39,42,43,46,49
SFC13_S23_L002_Contig474_frame_2_DBLe3_domNum1_block3,76,83,86,90,94,104,107,110,118,124
IFM061_S15_Contig979_frame_3_DBLe2_domNum3_block3,10,11,12,12,12,14,14,15,17,20
SFC17_S7_L001_Contig969_frame_2_DBLe9_domNum1_block3,40,44,45,45,46,50,53,54,57,60
SXC2_S4_L001_Contig358_frm1_orf3_DBLe11_domNum4_block3,25,27,28,28,28,31,34,35,38,41
IFM050_S11_Contig3442_frame_3_DBLe3_domNum3_block3,79,86,89,93,97,107,110,113,122,128
IFC63_S16_L001_Contig2096_frame_-1_DBLe12_domNum5_block3,91,99,103,107,112,122,125,128,137,145
SFM-6_S3_L001_Contig647_frame_-1_DBLe6_domNum1_block3,93,101,105,113,118,128,131,134,143,151
IFC66_S31_L002_Contig1171_frame_1_DBLe7_domNum3_block3,67,73,75,79,83,92,95,97,104,110
IFM047_S10_Contig1296_frame_1_DBLe9_domNum1_block3,42,45,46,46,47,51,54,55,58,61
SFM-8_S8_L001_10474_soapGraphK61_frame_3_DBLe7_domNum1_block3,67,74,76,78,81,90,93,95,102,108
IFM26_S8_Contig191_frame_-1_DBLe12_domNum1_block3,36,38,39,39,39,43,46,47,50,53
IFC63_S16_L001_Contig2088_frm2_orf3_DBLe1_domNum2_block3,3,3,3,3,3,5,5,5,7,8
IFM53_S14_L001_Contig2130_frame_-1_DBLe6_domNum2_block3,93,101,105,113,118,128,131,134,143,151
SFC22_S9_L001_Contig3230_frm-1_orf5_DBLe5_domNum9_block3,75,82,85,89,93,103,106,109,117,137
SFC15-CM_S29_L002_Contig1057_frame_3_DBLepam4_domNum1_block3,1,1,1,1,1,2,2,2,2,2
IFM23_S4_Contig689_frm-1_orf0_DBLe11_domNum3_block3,52,57,59,60,62,73,76,78,84,88
SFM-1_S11_L001_Contig2098_frame_-2_DBLe5_domNum3_block3,75,82,85,89,93,103,106,109,117,123
IFM23_S4_Contig689_frm-2_orf57_DBLe3_domNum2_block3,90,98,102,106,111,121,124,127,136,144
SFM-6_S3_L001_Contig611_frame_-2_DBLe5_domNum2_block3,75,82,85,89,93,103,106,109,121,127
IFM061_S15_Contig912_frame_-1_DBLe11_domNum6_block3,52,57,59,60,62,68,71,73,78,81
SFM-3_S12_L001_Contig2002_frame_2_DBLe1_domNum2_block3,56,61,63,65,67,75,78,80,86,90
SFC-21_S22_L002_Contig1685_frame_1_DBLe9_domNum1_block3,120,128,133,138,143,154,157,160,169,177
IFM058_S13_Contig575_frame_3_DBLe2_domNum2_block3,117,125,130,135,140,151,154,157,166,174
SFC22_S9_L001_Contig3194_frame_2_DBLe10_domNum2_block3,73,80,83,87,91,101,104,107,115,121
SFM-6_S3_L001_27379_soapGraphK21_frame_-3_DBLe1_domNum1_block3,3,3,3,3,3,5,5,5,5,6
SFC19_S24_L002_Contig1154_frame_3_DBLe9_domNum1_block3,31,33,34,34,42,46,49,50,53,56
SFC13_S23_L002_Contig2734_frame_-1_DBLe9_domNum1_block3,31,33,34,34,42,46,49,50,53,56
SFC13_S23_L002_28725_soapGraphK21_frame_-2_DBLe1_domNum1_block3,56,61,63,65,67,75,78,80,86,90
SFC-21_S22_L002_Contig2164_frm-1_orf0_DBLe7_domNum4_block3,67,73,75,77,79,88,91,93,100,106
SXC2_S4_L001_4700_soapGraphK61_frame_3_DBLe9_domNum2_block3,31,33,34,34,34,38,41,42,45,48
IFM054_S12_Contig557_frm1_orf0_DBLe10_domNum3_block3,77,84,87,91,95,105,108,111,119,125
IFM061_S15_Contig571_frame_3_DBLe9_domNum1_block3,61,66,68,70,72,81,84,86,92,96
SFC14_S17_L001_Contig2176_frm-2_orf6_DBLe4_domNum1_block3,53,58,60,62,64,70,73,75,81,84
SXC2_S4_L001_Contig1006_frame_-3_DBLe2_domNum2_block3,117,125,130,135,140,151,154,157,166,174
IFM27_S9_Contig592_frame_3_DBLepam5_domNum1_block3,51,56,58,61,63,69,72,74,80,83
SFC14_S17_L001_Contig2402_frm-3_orf12_DBLe9_domNum6_block3,31,33,34,34,42,46,49,50,64,67
SFC22_S9_L001_Contig3109_frame_-2_DBLepam5_domNum1_block3,118,126,131,136,141,152,155,158,167,175
SFU2_S5_L001_Contig1897_frame_-2_DBLe1_domNum4_block3,3,3,3,3,3,5,5,5,7,8
SXC2_S4_L001_Contig1409_frame_3_DBLe6_domNum1_block3,92,100,104,108,113,123,126,129,138,146
IFM050_S11_Contig2310_frame_2_DBLe1_domNum2_block3,3,3,3,3,3,5,5,5,5,5
SFC22_S9_L001_Contig3160_frame_-2_DBLe10_domNum1_block3,81,88,91,95,99,109,112,115,124,130
IFM054_S12_Contig525_frame_-1_DBLe5_domNum2_block3,75,82,85,89,93,103,106,109,117,123
SFU-3_S21_L002_Contig645_frame_-1_DBLe8_domNum1_block3,122,130,135,140,145,156,159,162,171,179
IFM-049_S6_Contig19315_frame_-1_DBLe12_domNum3_block3,91,99,103,107,112,122,125,128,137,145
IFM12_S16_Contig229_frame_3_DBLe4_domNum1_block3,111,119,124,129,134,145,148,151,160,168
IFM050_S11_Contig3750_frame_1_DBLe9_domNum1_block3,38,40,41,41,41,45,48,49,52,55
SFC-023_S32_L002_Contig575_frame_-1_DBLepam5_domNum1_block3,65,71,73,75,77,86,89,91,98,103
SFC19_S24_L002_Contig2083_frame_-3_DBLe1_domNum4_block3,3,3,3,3,3,5,5,5,7,8
IFM061_S15_Contig979_frame_3_DBLe3_domNum5_block3,80,87,90,94,98,108,111,114,123,129
SFC-21_S22_L002_Contig2498_frame_-1_DBLepam4_domNum2_block3,2,2,2,2,2,3,3,3,3,3
IFM047_S10_Contig1254_frame_-1_DBLe1_domNum1_block3,3,3,3,3,3,5,5,5,7,8
SXC2_S4_L001_Contig1888_frame_-2_DBLe3_domNum2_block3,76,83,86,90,94,104,107,110,118,124
SFM-8_S8_L001_Contig609_frame_-2_DBLe3_domNum2_block3,105,113,118,123,128,139,142,145,154,162
IFM57_S30_L002_Contig1719_frame_-1_DBLe5_domNum3_block3,75,82,85,89,93,103,106,109,117,137
IFM57_S30_L002_Contig850_frame_3_DBLe9_domNum7_block3,55,60,62,64,66,74,77,79,85,89
SFC15-CM_S29_L002_Contig123_frame_-3_DBLepam5_domNum2_block3,63,68,70,72,74,83,86,88,94,98
IFM050_S11_Contig3430_frame_-1_DBLe2_domNum2_block3,10,15,16,16,16,18,18,19,21,24
SFC14_S17_L001_Contig481_frame_1_DBLe1_domNum3_block3,3,3,6,6,6,8,8,8,9,10
IFM56_S15_Contig1774_frame_-2_DBLe4_domNum7_block3,37,39,40,40,40,44,47,48,51,54
SFC-18_S20_L002_Contig1147_frame_-2_DBLe10_domNum2_block3,86,93,97,101,105,115,118,121,130,138
SFM-6_S3_L001_Contig670_frame_1_DBLepam4_domNum1_block3,1,1,1,1,1,2,2,2,2,2
IFM12_S16_Contig252_frame_2_DBLe4_domNum2_block3,119,127,132,137,142,153,156,159,168,176
SFC-023_S32_L002_Contig1160_frm-1_orf0_DBLepam4_domNum1_block3,0,0,0,0,0,0,0,0,0,0
IFM047_S10_Contig664_frm-3_orf90_DBLe10_domNum3_block3,77,84,87,91,95,105,108,111,119,125
SFC-21_S22_L002_Contig2480_frame_3_DBLe10_domNum1_block3,74,81,84,88,92,102,105,108,116,122
SFC13_S23_L002_Contig1748_frame_-3_DBLe3_domNum1_block3,79,86,89,93,97,107,110,113,122,128
IFM21_S3_Contig619_frame_2_DBLe6_domNum1_block3,40,44,45,45,46,50,53,54,57,60
SFC13_S23_L002_Contig2752_frame_2_DBLe11_domNum1_block3,18,20,21,21,21,23,28,29,32,35
SFC16_S6_L001_Contig1789_frm-2_orf5_DBLe5_domNum9_block3,17,19,20,20,20,22,29,30,33,36
SFM-7_S13_L001_Contig1086_frame_3_DBLe6_domNum3_block3,44,47,48,49,50,54,57,58,61,64
IFM27_S9_Contig201_frame_-3_DBLe9_domNum1_block3,61,66,68,70,72,81,84,86,92,96
IFD6_S1_Contig536_frame_1_DBLe12_domNum1_block3,55,60,62,64,66,74,77,79,96,100
SFC19_S24_L002_Contig2083_frame_-3_DBLe5_domNum7_block3,75,82,85,89,93,103,106,109,117,123
IFC66_S31_L002_Contig1860_frame_1_DBLe5_domNum7_block3,75,82,85,89,93,103,106,109,117,123
SXC2_S4_L001_Contig1021_frame_2_DBLe5_domNum2_block3,17,19,20,20,20,22,22,23,25,28
SFU-3_S21_L002_Contig1778_frame_3_DBLe2_domNum2_block3,8,8,9,9,9,11,11,12,14,17
SFC22_S9_L001_Contig3229_frm-2_orf3_DBLe6_domNum7_block3,41,43,44,44,45,49,52,53,56,59
IFC63_S16_L001_Contig1207_frame_2_DBLe2_domNum1_block3,10,11,12,12,12,14,14,15,17,20
IFM060_S14_Contig239_frm3_orf0_DBLepam5_domNum1_block3,51,56,58,59,61,67,70,72,77,80
IFM57_S30_L002_Contig1314_frame_2_DBLepam5_domNum7_block3,51,56,58,61,63,69,72,74,79,82
SFM-8_S8_L001_10436_soapGraphK61_frame_-3_DBLe7_domNum2_block3,67,74,76,78,80,89,92,94,101,107
