	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.56	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0
Cluster-10.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.58	0	0	0	67	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	1	146	0	0	2	0	0	2	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0
Cluster-10.59	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	63	0	0	0	0	0	0	0	0	0
Cluster-10.60	0	2	0	12	3	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1	3	15	3	0	0	0	0	1	1	0	0	0	3	0	0	2	0	0	100	7	1	0	0
Cluster-10.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	4837	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Cluster-10.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.66	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	124
Cluster-10.67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	9244	1	0	1	1	0	0	1	0	1	0	3	0	0	0
Cluster-10.68	0	0	23	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Cluster-10.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	5	31768	1	1	1	0	4	2	5	0	3	4	2	0	0	0
Cluster-10.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	2	1	27777	2	0	0	1	1	0	3	4	3	1	2	0	0	0
Cluster-10.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	107	0	0	0	0
Cluster-10.73	2	0	53	0	5	5	27	12	4	0	29	0	27	6	10	6	1	9	22	0	5	1	0	8	161	6	15	31	14	1200	14	54	0	18	155	6	31	1	20	32	6	4	0	0
Cluster-10.74	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	89	2	3	3	26740	0	1	1	1	2	3	1	1	5	7	0	0	0	0
Cluster-10.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.76	0	2	259	2	0	0	0	0	0	0	584	1	0	0	212	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	24	0	0	0	0	0	0	0	0	0	0	0	198
Cluster-10.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2828	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8882	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Cluster-10.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2617	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	513	0	1	0	0	0	0	0	3	1	0	1	0	0	0
Cluster-10.81	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	14	6	0	0	0	0	0	0	0	0	0
Cluster-10.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0
Cluster-10.83	0	3	0	5	1	18	0	0	1971	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	1	0	0	29	5	0	0	0	6	0	0	2	25	2	33	7	11	0	1
Cluster-10.84	0	0	0	0	0	0	0	0	5	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Cluster-10.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.88	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	44	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0
Cluster-10.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	462	16127	1	0	0	0	2	2	0	1	1	1	1	0	0	0
Cluster-10.90	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	79	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0
Cluster-10.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cluster-10.92	0	0	3	0	0	0	0	0	0	1	2	0	0	7	2	0	0	0	0	0	0	0	0	0	0	294	1	4	0	147	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Cluster-10.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	8	0
Cluster-10.94	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.95	0	3	3798	0	5	0	0	0	183	1	0	0	6	0	1647	0	2	0	0	0	0	0	256	0	0	1	2	49	0	0	8	1	0	0	0	0	0	114	0	6	0	18	0	0
Cluster-10.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0
Cluster-10.97	0	0	1	0	23	100	8	0	4	0	7	0	2	26	0	0	2	0	13	0	0	4	0	5	0	8	22	29	87	232	10	2	0	3	44	0	14	88	10	3	8	13	0	1
Cluster-10.98	1360	0	0	0	0	80	0	17	0	0	242	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	2	126	1	0	17
Cluster-10.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	145	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cluster-10.100	0	0	0	1	0	38	1	0	0	3	1900	0	1	0	0	0	0	0	333	0	0	0	0	1	72	15	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Cluster-10.101	0	2	0	0	0	0	3	0	495	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	4	6	33	0	5	0	0	0	0	17	0	0	0	0	0	0	0	1
Cluster-10.102	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.103	0	0	4	0	0	2	0	0	0	0	1	0	0	3	50	0	1	0	5	0	0	0	4	0	5	2	0	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527	0	0	0	1	0	1	0	0	0	1	0	0	0	0
Cluster-10.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Cluster-10.106	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	41	256	0	0	390	0	0	0	0	0	0	0	1	0	18	0	0	0
Cluster-10.107	0	0	0	4	0	0	2	0	0	68	0	0	0	0	4	0	0	0	55	0	0	3	0	0	7	1	1	4	0	0	8	3	4	0	0	0	0	0	0	0	0	0	0	5
Cluster-10.108	0	0	0	0	0	0	0	4	0	0	0	0	0	358	0	1	0	0	0	0	0	0	41	0	0	0	1	0	189	0	0	87	0	0	0	58	2	6	0	9	4	0	0	0
Cluster-10.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	7021	0	0	0	1	0	0	0	0	0	1	1	0	0	0
Cluster-10.110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Cluster-10.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	7	0	2	0	0	0	0	0	0	533
Cluster-10.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.113	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.115	0	0	0	0	0	1	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	4
Cluster-10.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
